"ASV";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"sequence_962";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_963";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidetes_vadinHA17";NA
"sequence_964";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_965";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_966";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus"
"sequence_967";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";"Chryseolinea"
"sequence_968";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_969";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Promicromonosporaceae";"Myceligenerans"
"sequence_970";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Arthrobacter"
"sequence_971";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_972";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_973";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_974";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptosporangiales";"Streptosporangiaceae";"Streptosporangium"
"sequence_975";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_976";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_977";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_978";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_979";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Psychrobacillus"
"sequence_980";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_981";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";NA;NA
"sequence_982";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Micromonospora"
"sequence_983";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Mesorhizobium"
"sequence_984";"Bacteria";"Firmicutes";"Bacilli";"Thermoactinomycetales";"Thermoactinomycetaceae";"Shimazuella"
"sequence_985";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Dokdonella"
"sequence_986";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_987";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";NA
"sequence_988";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_989";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_990";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Cohnella"
"sequence_991";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";NA
"sequence_992";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_993";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_994";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_995";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"PLTA13";NA;NA
"sequence_996";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_997";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_998";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_999";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1000";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1001";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA
"sequence_1002";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_1003";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"R7C24";NA;NA
"sequence_1004";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leifsonia"
"sequence_1005";"Bacteria";"Firmicutes";"Clostridia";"Clostridia_or";"Gracilibacteraceae";"Gracilibacter"
"sequence_1006";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Romboutsia"
"sequence_1007";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1008";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1009";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1010";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1011";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptosporangiales";"Streptosporangiaceae";"Sphaerisporangium"
"sequence_1012";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1013";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1014";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Paenisporosarcina"
"sequence_1015";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1016";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1017";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia"
"sequence_1018";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_1019";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Afipia"
"sequence_1020";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_1021";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1022";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Herpetosiphonaceae";"Herpetosiphon"
"sequence_1023";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1024";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1025";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1026";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella"
"sequence_1027";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Promicromonosporaceae";"Promicromonospora"
"sequence_1028";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_1029";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";NA
"sequence_1030";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"MND1"
"sequence_1031";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1032";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA
"sequence_1033";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1034";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1035";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_1036";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Bradyrhizobium"
"sequence_1037";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_1038";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1039";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1040";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1041";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";NA;NA
"sequence_1042";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1043";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Sporacetigenium"
"sequence_1044";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1045";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"R7C24";NA;NA
"sequence_1046";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"TM7a"
"sequence_1047";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1048";"Bacteria";"Myxococcota";"Polyangia";"Nannocystales";"Nannocystaceae";NA
"sequence_1049";"Bacteria";"Desulfobacterota";NA;NA;NA;NA
"sequence_1050";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1051";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1052";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Chloroflexaceae";"Candidatus_Chloroploca"
"sequence_1053";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1054";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_1055";"Bacteria";"Acidobacteriota";"Subgroup_5";NA;NA;NA
"sequence_1056";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_1057";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";"Ohtaekwangia"
"sequence_1058";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella"
"sequence_1059";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"sequence_1060";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Promicromonosporaceae";"Promicromonospora"
"sequence_1061";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_1062";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_1063";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_1064";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Luteimonas"
"sequence_1065";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_1066";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";NA;NA
"sequence_1067";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1068";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Arthrobacter"
"sequence_1069";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1070";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1071";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1072";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1073";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Bauldia"
"sequence_1074";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Phycicoccus"
"sequence_1075";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_1076";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Microvirga"
"sequence_1077";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1078";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Porphyrobacter"
"sequence_1079";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1080";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_1081";"Bacteria";"Acidobacteriota";"Subgroup_5";NA;NA;NA
"sequence_1082";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";"Trichlorobacter"
"sequence_1083";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";NA;NA
"sequence_1084";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";"Acidibacter"
"sequence_1085";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1086";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1087";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_1088";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_1089";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1090";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1091";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1092";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1093";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_1094";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1095";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1096";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Galbitalea"
"sequence_1097";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_1098";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1099";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"SC-I-84";NA
"sequence_1100";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1101";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1102";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA
"sequence_1103";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1104";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1105";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter"
"sequence_1106";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1107";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1108";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";NA
"sequence_1109";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1110";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1111";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";"Citrifermentans"
"sequence_1112";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1113";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter"
"sequence_1114";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1115";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1116";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_1117";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1118";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1119";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";NA;NA
"sequence_1120";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Noviherbaspirillum"
"sequence_1121";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1122";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"FFCH5858"
"sequence_1123";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"sequence_1124";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Listeriaceae";"Listeria"
"sequence_1125";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus"
"sequence_1126";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1127";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";NA
"sequence_1128";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1129";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA
"sequence_1130";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1131";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_1132";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"sequence_1133";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1134";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella"
"sequence_1135";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"OM27_clade"
"sequence_1136";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_1137";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_1138";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_1139";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_1140";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_1141";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";NA;NA
"sequence_1142";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Sandaracinaceae";NA
"sequence_1143";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1144";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1145";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Aeromonadales";"Aeromonadaceae";"Aeromonas"
"sequence_1146";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinophytocola"
"sequence_1147";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_1148";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Asticcacaulis"
"sequence_1149";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1150";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1151";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1152";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1153";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter"
"sequence_1154";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas"
"sequence_1155";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA
"sequence_1156";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans"
"sequence_1157";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1158";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1159";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_12"
"sequence_1160";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"sequence_1161";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1162";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1163";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1164";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"SC-I-84";NA
"sequence_1165";"Bacteria";"Chloroflexi";"Anaerolineae";NA;NA;NA
"sequence_1166";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1167";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1168";"Bacteria";"Actinobacteriota";"Thermoleophilia";NA;NA;NA
"sequence_1169";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_1170";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Erwiniaceae";"Pantoea"
"sequence_1171";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1172";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA
"sequence_1173";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1174";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1175";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1176";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067"
"sequence_1177";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1178";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella"
"sequence_1179";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Pseudorhodoplanes"
"sequence_1180";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";NA;NA
"sequence_1181";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Paraclostridium"
"sequence_1182";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1183";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1184";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1185";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1186";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1187";"Bacteria";"Acidobacteriota";"Subgroup_22";NA;NA;NA
"sequence_1188";"Bacteria";"Entotheonellaeota";"Entotheonellia";"Entotheonellales";"Entotheonellaceae";NA
"sequence_1189";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1190";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1191";"Bacteria";"Bacteroidota";"SJA-28";NA;NA;NA
"sequence_1192";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1193";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_1194";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
