"ASV";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"sequence_235";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Nordella"
"sequence_236";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Lapillicoccus"
"sequence_237";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_238";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_239";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_240";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_241";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_242";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_243";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Rhodoplanes"
"sequence_244";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_245";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"sequence_246";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_247";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_248";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Hydrogenophaga"
"sequence_249";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_250";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_251";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_252";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_253";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_254";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_255";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_256";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_257";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_258";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"MA-28-I98C";NA;NA
"sequence_259";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_260";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_261";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_262";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_263";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_264";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_265";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"sequence_266";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_267";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_268";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Limnohabitans"
"sequence_269";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_270";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_271";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_272";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_273";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_274";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_275";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Galbitalea"
"sequence_276";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_277";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Microbacterium"
"sequence_278";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Terrabacter"
"sequence_279";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter"
"sequence_280";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_281";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_282";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia"
"sequence_283";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Erwiniaceae";"Pantoea"
"sequence_284";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA
"sequence_285";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA
"sequence_286";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_287";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Nitrobacter"
"sequence_288";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia"
"sequence_289";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_290";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_291";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"Archangium"
"sequence_292";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_293";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_294";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_295";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_296";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_297";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Paenisporosarcina"
"sequence_298";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_299";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Rhodoplanes"
"sequence_300";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_301";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_302";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_1"
"sequence_303";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_304";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_305";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_306";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_307";"Bacteria";"Chloroflexi";"SHA-26";NA;NA;NA
"sequence_308";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA
"sequence_309";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_310";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"sequence_311";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_312";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_313";"Bacteria";"Entotheonellaeota";"Entotheonellia";"Entotheonellales";"Entotheonellaceae";NA
"sequence_314";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_315";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Acidovorax"
"sequence_316";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_317";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_318";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_319";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_320";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Pseudorhodoplanes"
"sequence_321";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Luteimonas"
"sequence_322";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_323";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_324";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_325";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_326";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Salmonella"
"sequence_327";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Paenarthrobacter"
"sequence_328";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA
"sequence_329";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter"
"sequence_330";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_331";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA
"sequence_332";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Luteimonas"
"sequence_333";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_334";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Neorhizobium"
"sequence_335";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_336";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_337";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Sorangium"
"sequence_338";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA
"sequence_339";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_340";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_341";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_342";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Nordella"
"sequence_343";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Erwiniaceae";"Pantoea"
"sequence_344";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_345";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Curtobacterium"
"sequence_346";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_347";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_348";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_349";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_350";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_351";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_352";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Sandaracinaceae";NA
"sequence_353";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";NA
"sequence_354";"Bacteria";"Fibrobacterota";"Fibrobacteria";"Fibrobacterales";"Fibrobacteraceae";"possible_genus_04"
"sequence_355";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Escherichia/Shigella"
"sequence_356";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Geodermatophilaceae";"Blastococcus"
"sequence_357";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"TM7a"
"sequence_358";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Promicromonosporaceae";"Promicromonospora"
"sequence_359";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_360";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_361";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Pedomicrobium"
"sequence_362";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Pseudorhodoplanes"
"sequence_363";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_364";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"sequence_365";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_366";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_367";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_368";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_369";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Lysobacter"
"sequence_370";"Bacteria";"Acidobacteriota";"Subgroup_11";NA;NA;NA
"sequence_371";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_372";"Bacteria";"Acidobacteriota";"Subgroup_5";NA;NA;NA
"sequence_373";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Salisediminibacteriaceae";"Alkalicoccus"
"sequence_374";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_375";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Actinomarinales";NA;NA
"sequence_376";"Bacteria";"Entotheonellaeota";"Entotheonellia";"Entotheonellales";"Entotheonellaceae";NA
"sequence_377";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_378";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Kribbella"
"sequence_379";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_380";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_381";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_382";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"SC-I-84";NA
"sequence_383";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"KI89A_clade";NA;NA
"sequence_384";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter"
"sequence_385";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Pedomicrobium"
"sequence_386";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067"
"sequence_387";"Bacteria";"Acidobacteriota";"Holophagae";"Subgroup_7";NA;NA
"sequence_388";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_389";"Bacteria";"Actinobacteriota";NA;NA;NA;NA
"sequence_390";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_391";"Bacteria";"NB1-j";NA;NA;NA;NA
"sequence_392";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_393";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_394";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_395";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_396";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_397";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"TM7a"
"sequence_398";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_399";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_400";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Cellulomonadaceae";"Cellulomonas"
"sequence_401";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_402";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Pelomonas"
"sequence_403";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas"
"sequence_404";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_405";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_406";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Pseudoduganella"
"sequence_407";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium"
"sequence_408";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium"
"sequence_409";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Salmonella"
"sequence_410";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Nakamurellaceae";"Nakamurella"
"sequence_411";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_412";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";NA;NA
"sequence_413";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"Myxococcus"
"sequence_414";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Nakamurellaceae";"Nakamurella"
"sequence_415";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_416";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter"
"sequence_417";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_418";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Asticcacaulis"
"sequence_419";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_420";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_421";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_422";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_423";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptosporangiales";"Streptosporangiaceae";"Streptosporangium"
"sequence_424";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_425";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_426";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_427";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Erwiniaceae";"Pantoea"
"sequence_428";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Geodermatophilaceae";"Blastococcus"
"sequence_429";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Noviherbaspirillum"
"sequence_430";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia"
"sequence_431";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella"
"sequence_432";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Piscinibacter"
"sequence_433";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_434";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_435";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_436";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_437";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"Steroidobacter"
"sequence_438";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Herpetosiphonaceae";"Herpetosiphon"
"sequence_439";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
